OBJECTID,LocAddr,PostalCode
6972486,GUNSTOCK CREEK ROAD                     ,24523
6972487,                                        ,33333
6972488,GUNSTOCK CREEK ROAD                     ,24523
6972489,1366 GUNSTOCK CREEK ROAD                ,24523
6972490,2054 GUNSTOCK CREEK ROAD                ,24523
6972491,2346 GUNSTOCK CREEK RD                  ,24523
6972492,                                        ,33333
6972493,1102 LONG LEAF DRIVE                    ,24523
6972494,2456 GUNSTOCK CREEK RD                  ,24523
6972495,2522 GUNSTOCK CREEK RD                  ,24523
6972496,1241 LONG LEAF DRIVE                    ,24523
6972497,1245 LONG LEAF DRIVE                    ,24523
6972498,2522 GUNSTOCK CREEK ROAD                ,24523
6972499,2831 GUNSTOCK CREEK ROAD                ,24523
6972500,2543 GUNSTOCK CREEK ROAD                ,24523
6972501,                                        ,33333
6972502,                                        ,33333
6972503,2531 GUNSTOCK CREEK ROAD                ,24523
6972504,GUNSTOCK CREEK ROAD                     ,24523
6972505,GUNSTOCK CREEK ROAD                     ,24523
6972506,2163 & 2157 GUNSTOCK CREEK ROAD         ,24523
6972507,1001 RICHIE FARM LANE                   ,24526
6972508,                                        ,33333
6972509,                                        ,33333
6972510,                                        ,33333
6972511,                                        ,33333
6972512,                                        ,33333
6972513,                                        ,33333
6972514,                                        ,33333
6972515,BIG ISLAND HIGHWAY                      ,
6972516,11394 BIG ISLAND HIGHWAY                ,24526
6972517,11396 BIG ISLAND HWY                    ,24526
6972518,11926 BIG ISLAND HWY                    ,24526
6972519,11958 BIG ISLAND HWY                    ,24526
6972520,                                        ,33333
6972521,1170 CORNELIAS RD                       ,24526
6972522,                                        ,33333
6972523,                                        ,33333
6972524,                                        ,33333
6972525,1794 REED CREEK ROAD                    ,24526
6972526,                                        ,33333
6972527,1599 REED CREEK ROAD                    ,24526
6972528,1346 REED CREEK ROAD                    ,24526
6972529,2878 GUNSTOCK CREEK ROAD                ,24523
6972530,3191 GUNSTOCK CREEK ROAD                ,24523
6972531,2957 GUNSTOCK CREEK ROAD                ,24523
6972532,2879 GUNSTOCK CREEK ROAD                ,24523
6972533,                                        ,33333
6972534,3266 GUNSTOCK CREEK ROAD                ,24523
6972535,3264 GUNSTOCK CREEK ROAD                ,24523
6972536,3105 GUNSTOCK CREEK ROAD                ,24523
6972537,3357 GUNSTOCK CREEK ROAD                ,24523
6972538,                                        ,33333
6972539,                                        ,33333
6972540,10940 & 11038 BIG ISLAND HIGHWAY        ,24526
6972541,                                        ,33333
6972542,1033 DAVIS WHITE LANE                   ,24526
6972543,1126 RICHIE FARM LN                     ,24526
6972544,                                        ,33333
6972545,1108 SEDALIA SCHOOL ROAD                ,24526
6972546,1169 DAVIS WHITE LANE                   ,24526
6972547,1108 DAVIS WHITE LANE                   ,24526
6972548,1092 RICHIE FARM LANE                   ,24526
6972549,1276 SEDALIA SCHOOL RD                  ,24526
6972550,                                        ,33333
6972551,1518 SEDALIA SCHOOL ROAD                ,24526
6972552,                                        ,33333
6972553,1520 SEDALIA SCHOOL ROAD                ,24526
6972554,                                        ,33333
6972555,4002 GUNSTOCK CREEK ROAD                ,24526
6972556,1505 CORNELIUS ROAD                     ,24526
6972557,1110 SIOUX COURT                        ,24526
6972558,1092 CHEYENNE DRIVE                     ,24526
6972559,1192 CHEYENNE DRIVE                     ,24526
6972560,1246 SIOUX COURT                        ,24526
6972561,1273 SIOUX COURT                        ,24526
6972562,1221 SIOUX COURT                        ,24526
6972563,1272 SIOUX COURT                        ,24526
6972564,                                        ,33333
6972565,                                        ,33333
6972566,                                        ,33333
6972567,1181 DIXIE MOUNTAIN TRAIL               ,24526
6972568,1181 DIXIE MOUNTAIN TRAIL               ,24526
6972569,1181 DIXIE MOUNTAIN TRAIL               ,24526
6972570,                                        ,33333
6972571,                                        ,33333
6972572,1544 DIXIE MOUNTAIN TRAIL               ,24526
6972573,                                        ,33333
6972574,1286 AYRSHIRE LANE                      ,24526
6972575,1342 ABSHIRE LN                         ,24551
6972576,AYRSHIRE LANE                           ,24526
6972577,1210 AYRSHIRE LANE                      ,24526
6972578,1138 SENTINEL PLACE                     ,24526
6972579,1068 SENTINEL PLACE                     ,24526
6972580,1070 SENTINEL PLACE                     ,24526
6972581,12396 BIG ISLAND HIGHWAY                ,24526
6972582,12427 BIG ISLAND HIGHWAY                ,24526
6972583,12285 BIG ISLAND HIGHWAY                ,24526
6972584,                                        ,33333
6972585,12273 BIG ISLAND HIGHWAY                ,24526
6972586,                                        ,33333
6972587,12271 BIG ISLAND HIGHWAY                ,24526
6972588,1094 APACHE LANE                        ,24526
6972589,1102 APACHE LANE                        ,24526
6972590,1127 APACHE LANE                        ,24526
6972591,1007 APACHE LN                          ,24526
6972592,1045 CORNELIUS ROAD                     ,24526
6972593,1041 CORNELIUS ROAD                     ,24526
6972594,1103 CORNELIUS ROAD                     ,24526
6972595,1205 CORNELIUS ROAD                     ,24526
6972596,                                        ,33333
6972597,1066 CORNELIUS ROAD                     ,24526
6972598,1627 SEDALIA SCHOOL ROAD                ,24526
6972599,                                        ,33333
6972600,11848 BIG ISLAND HIGHWAY                ,24526
6972601,1228 CHARLEMONT ROAD                    ,24526
6972602,12035 BIG ISLAND HIGHWAY                ,24526
6972603,1530 CHARLEMONT ROAD                    ,24526
6972604,11483 BIG ISLAND HIGHWAY                ,24526
6972605,11457 BIG ISLAND HIGHWAY                ,24526
6972606,11432 BIG ISLAND HIGHWAY                ,24526
6972607,11407 BIG ISLAND HIGHWAY                ,24526
6972608,1052 CHARLEMONT ROAD                    ,24526
6972609,1106 CHARLEMONT ROAD                    ,24526
6972610,1485 CHARLEMONT RD                      ,24526
6972611,11147 BIG ISLAND HIGHWAY                ,24526
6972612,                                        ,33333
6972613,                                        ,33333
6972614,                                        ,33333
6972615,                                        ,33333
6972616,                                        ,33333
6972617,13059 BIG ISLAND HWY                    ,24526
6972618,                                        ,33333
6972619,                                        ,33333
6972620,12901 BIG ISLAND HIGHWAY                ,24526
6972621,BIG ISLAND HIGHWAY                      ,
6972622,12941 BIG ISLAND HWY                    ,24526
6972623,                                        ,33333
6972624,1123 TOLLEY MEADOW ROAD                 ,24526
6972625,1061 TOLLEY MEADOW RD                   ,24526
6972626,                                        ,33333
6972627,12713 BIG ISLAND HIGHWAY                ,24526
6972628,13178 BIG ISLAND HIGHWAY                ,24526
6972629,1184 AYRSHIRE LANE                      ,24526
6972630,                                        ,33333
6972631,12555 BIG ISLAND HIGHWAY                ,24526
6972632,12501 BIG ISLAND HIGHWAY                ,24526
6972633,                                        ,33333
6972634,                                        ,33333
6972635,1398 TOLLEY MEADOW ROAD                 ,24526
6972636,1720 TOLLEY MEADOW ROAD                 ,24526
6972637,1509 TOLLEY MEADOW ROAD                 ,24526
6972638,1806 TOLLEY MEADOW ROAD                 ,24526
6972639,                                        ,33333
6972640,                                        ,33333
6972641,2038 TOLLEY MEADOW ROAD                 ,24526
6972642,                                        ,33333
6972643,                                        ,33333
6972644,2046 PENNS MILL RD                      ,24526
6972645,1210 PENNS MILL ROAD                    ,24526
6972646,1590 PENNS MILL RD                      ,24526
6972647,PENNS MILL RD                           ,24526
6972648,1212 PENNS MILL ROAD                    ,24526
6972649,1210 PENNS MILL RD                      ,24526
6972650,1791 PENNS MILL ROAD                    ,24526
6972651,                                        ,33333
6972652,3310 SWEET HOLLOW ROAD                  ,24526
6972653,3383 SWEET HOLLOW ROAD                  ,24526
6972654,                                        ,33333
6972655,1266 BOBCAT LANE                        ,24526
6972656,1290 BOBCAT LANE                        ,24526
6972657,1246 WAUGH SWITCH ROAD                  ,24526
6972658,1342 WAUGH SWITCH ROAD                  ,24526
6972659,2143 PENNS MILL ROAD                    ,24526
6972660,                                        ,33333
6972661,                                        ,33333
6972662,1234 WAUGH SWITCH ROAD                  ,24526
6972663,2161 PENNS MILL ROAD                    ,24526
6972664,2538 PENNS MILL ROAD                    ,24526
6972665,2538 PENNS MILL ROAD                    ,24526
6972666,2538 PENNS MILL ROAD                    ,24526
6972667,2044 PENNS MILL ROAD                    ,24526
6972668,2706 PENNS MILL ROAD                    ,24526
6972669,PENNS MILL ROAD                         ,24526
6972670,                                        ,33333
6972671,                                        ,33333
6972672,1250 TOLLEY MEADOW ROAD                 ,24526
6972673,                                        ,33333
6972674,1937 WAUGH SWITCH ROAD                  ,24526
6972675,1928 WAUGH SWITCH ROAD                  ,24526
6972676,1498 WAUGH SWITCH ROAD                  ,24526
6972677,1965 WAUGH SWITCH ROAD                  ,24526
6972678,2266 WAUGH SWITCH RD                    ,24526
6972679,1967 WAUGH SWITCH ROAD                  ,24526
6972680,                                        ,33333
6972681,WAUGH SWITCH RD                         ,24526
6972682,                                        ,33333
6972683,                                        ,33333
6972684,                                        ,33333
6972685,1202 BONNYVIEW DRIVE                    ,24526
6972686,1224 BONNYVIEW DRIVE                    ,24526
6972687,1222 BONNYVIEW DRIVE                    ,24526
6972688,1314 BONNYVIEW DRIVE                    ,24526
6972689,1453 WAUGH SWITCH ROAD                  ,24526
6972690,WAUGH SWITCH ROAD                       ,24526
6972691,1939 WAUGH SWITCH ROAD                  ,24526
6972692,2382 WAUGH SWITCH ROAD                  ,24526
6972693,2259 WAUGH SWITCH RD                    ,24526
6972694,                                        ,33333
6972695,1011 CAMDEN ROAD                        ,24526
6972696,                                        ,33333
6972697,3600 WAUGH STATION RD                   ,24523
6972698,3723 WAUGH SWITCH ROAD                  ,24526
6972699,                                        ,33333
6972700,3542 WAUGH SWITCH ROAD                  ,24526
6972701,                                        ,33333
6972702,3835 WAUGH STATION RD                   ,24526
6972703,3661 WAUGH SWITCH ROAD                  ,24526
6972704,3385 WAUGH SWITCH ROAD                  ,24526
6972705,                                        ,33333
6972706,                                        ,33333
6972707,                                        ,33333
6972708,4557 WAUGH SWITCH ROAD                  ,24526
6972709,3985 WAUGH SWITCH ROAD                  ,24526
6972710,3683 WAUGH SWITCH ROAD                  ,24526
6972711,                                        ,33333
6972712,3979 WAUGH SWITCH RD                    ,24526
6972713,3161 NO BUSINESS MOUNTAIN ROAD          ,24526
6972714,                                        ,33333
6972715,3284 WAUGH SWITCH ROAD                  ,24526
6972716,3297 WAUGH SWITCH RD                    ,24526
6972717,3299 WAUGH SWITCH RD                    ,24526
6972718,                                        ,33333
6972719,                                        ,33333
6972720,5035 WAUGH STATION RD                   ,24526
6972721,4775 WAUGH SWITCH ROAD                  ,24526
6972722,1019 SEMINOLE WAY                       ,24526
6972723,5231 WAUGH SWITCH ROAD                  ,24526
6972724,                                        ,33333
6972725,                                        ,33333
6972726,5459 WAUGH SWITCH ROAD                  ,24526
6972727,                                        ,33333
6972728,5069 WAUGH SWITCH ROAD                  ,24526
6972729,1155 SEMINOLE WAY                       ,24526
6972730,                                        ,33333
6972731,                                        ,33333
6972732,1848 SEMINOLE WAY                       ,24526
6972733,1921 SEMINOLE WAY                       ,24526
6972734,                                        ,33333
6972735,                                        ,33333
6972736,                                        ,33333
6972737,1640 SEMINOLE WAY                       ,24526
6972738,                                        ,33333
6972739,                                        ,33333
6972740,                                        ,33333
6972741,                                        ,33333
6972742,1529 HIGH RIDGE ROAD                    ,24526
6972743,1198 BALBOA STREET                      ,24526
6972744,                                        ,33333
6972745,                                        ,33333
6972746,                                        ,33333
6972747,                                        ,33333
6972748,1579 KNIGHT ROAD                        ,24536
6972749,KNIGHT ROAD                             ,
6972750,1743 SKIMMING CREEK ROAD                ,24526
6972751,                                        ,33333
6972752,KNIGHT ROAD                             ,
6972753,1733 KNIGHT ROAD                        ,24536
6972754,1914 KNIGHT ROAD                        ,24536
6972755,1897 KNIGHT ROAD                        ,24536
6972756,                                        ,33333
6972757,                                        ,33333
6972758,1985 KNIGHT RD                          ,24536
6972759,                                        ,33333
6972760,                                        ,33333
6972761,                                        ,33333
6972762,                                        ,33333
6972763,                                        ,33333
6972764,1357 KNIGHT RD                          ,24536
6972765,1234 KNIGHT ROAD                        ,24536
6972766,1142 KNIGHT ROAD                        ,24536
6972767,WALKER ROAD                             ,24536
6972768,2137 WALKER RD                          ,24536
6972769,                                        ,33333
6972770,2265 WALKER RD                          ,24536
6972771,                                        ,33333
6972772,                                        ,33333
6972773,                                        ,33333
6972774,                                        ,33333
6972775,2270 WALKER ROAD                        ,24536
6972776,                                        ,33333
6972777,2370 WALKER RD                          ,24536
6972778,                                        ,33333
6972779,2370 WALKER ROAD                        ,24536
6972780,                                        ,33333
6972781,                                        ,33333
6972782,2578 WALKER ROAD                        ,24536
6972783,                                        ,33333
6972784,2642 WALKER ROAD                        ,24536
6972785,2698 WALKER ROAD                        ,24536
6972786,2806 WALKER RD                          ,24536
6972787,                                        ,33333
6972788,                                        ,33333
6972789,                                        ,33333
6972790,1131 QUAIL SPRING MANOR LANE            ,24526
6972791,                                        ,33333
6972792,1353 KNIGHT ROAD                        ,24536
6972793,                                        ,33333
6972794,                                        ,33333
6972795,1119 GREGORY LANE                       ,24536
6972796,7525 LEE JACKSON HWY                    ,24526
6972797,1193 KNIGHT ROAD                        ,24536
6972798,1113 GREGORY LN                         ,24536
6972799,JACKRABBIT LANE                         ,24536
6972800,JACKRABBIT LANE                         ,24536
6972801,1076 JACKRABBIT LANE                    ,24536
6972802,1099 GREGORY LANE                       ,24536
6972803,GREGORY LANE                            ,24536
6972804,GREGORY LANE                            ,24536
6972805,GREGORY LANE                            ,24536
6972806,7231 LEE JACKSON HWY                    ,24526
6972807,7051 LEE JACKSON HIGHWAY                ,24526
6972808,7061 LEE JACKSON HIGHWAY                ,24526
6972809,7219 LEE JACKSON HIGHWAY                ,24526
6972810,6969 LEE JACKSON HWY                    ,24526
6972811,6773 LEE JACKSON HIGHWAY                ,24526
6972812,LEE JACKSON HIGHWAY                     ,
6972813,6368 LEE JACKSON HIGHWAY                ,24526
6972814,1070 CHINOOK COURT                      ,24536
6972815,                                        ,33333
6972816,1023 IVANHOE ROAD                       ,24526
6972817,                                        ,33333
6972818,1299 WALKER ROAD                        ,24536
6972819,1026 COVE CREEK LANE                    ,24536
6972820,1246 COVE CREEK LANE                    ,24536
6972821,                                        ,33333
6972822,                                        ,33333
6972823,                                        ,33333
6972824,FONTELLA ROAD                           ,
6972825,1679 FONTELLA ROAD                      ,24536
6972826,1480 FONTELLA RD                        ,24536
6972827,FONTELLA RD                             ,
6972828,1478 FONTELLA RD                        ,24536
6972829,7110 LEE JACKSON HWY                    ,24526
6972830,7228 LEE JACKSON HIGHWAY                ,24526
6972831,1032 BURTON COURT                       ,24526
6972832,                                        ,33333
6972833,1279 & 1335 FITZGERALD DRIVE            ,77777
6972834,                                        ,33333
6972835,2219 FONTELLA ROAD                      ,24536
6972836,1061 FITZGERALD DRIVE                   ,24536
6972837,                                        ,33333
6972838,                                        ,33333
6972839,                                        ,33333
6972840,                                        ,33333
6972841,2217 FONTELLA ROAD                      ,24536
6972842,1200 MAGGIES WAY                        ,24536
6972843,1038 MAGGIES WAY                        ,24536
6972844,                                        ,33333
6972845,                                        ,33333
6972846,2845 WALKER ROAD                        ,24536
6972847,2686 FONTELLA ROAD                      ,24536
6972848,                                        ,33333
6972849,2443 WALKER ROAD                        ,24536
6972850,                                        ,33333
6972851,2019 WALKER ROAD                        ,24536
6972852,1961 WALKER ROAD                        ,24536
6972853,1942 WALKER ROAD                        ,24536
6972854,1175 YEW TREE LANE                      ,24536
6972855,1243 YEW TREE LN                        ,24536
6972856,                                        ,33333
6972857,7221 ROCKY MTN ROAD                     ,24536
6972858,                                        ,33333
6972859,7536 ROCKY MTN ROAD                     ,24536
6972860,7112 ROCKY MTN ROAD                     ,24536
6972861,1798 WALKER ROAD                        ,24536
6972862,                                        ,33333
6972863,                                        ,33333
6972864,                                        ,33333
6972865,7804 ROCKY MTN ROAD                     ,24536
6972866,                                        ,33333
6972867,                                        ,33333
6972868,                                        ,33333
6972869,                                        ,33333
6972870,                                        ,33333
6972871,1151 WALKER ROAD                        ,24536
6972872,1183 WALKER RD                          ,24536
6972873,1183 WALKER ROAD                        ,24536
6972874,                                        ,33333
6972875,6346 LEE JACKSON HIGHWAY                ,24526
6972876,6346 LEE JACKSON HIGHWAY                ,24526
6972877,6346 LEE JACKSON HIGHWAY                ,24526
6972878,6346 LEE JACKSON HIGHWAY                ,24526
6972879,                                        ,33333
6972880,                                        ,33333
6972881,1058 CANAL LANE                         ,24536
6972882,                                        ,33333
6972883,1079 CANAL LANE                         ,24536
6972884,1091 CANAL LANE                         ,24536
6972885,                                        ,33333
6972886,                                        ,33333
6972887,                                        ,33333
6972888,6285 LEE JACKSON HWY                    ,24536
6972889,6285 LEE JACKSON HWY                    ,24536
6972890,6285 LEE JACKSON HWY                    ,24536
6972891,6285 LEE JACKSON HWY                    ,24536
6972892,6285 LEE JACKSON HWY                    ,24536
6972893,6285 LEE JACKSON HWY                    ,24536
6972894,6285 LEE JACKSON HWY                    ,24536
6972895,6285 LEE JACKSON HWY                    ,24536
6972896,6220 LEE JACKSON HIGHWAY                ,24536
6972897,                                        ,33333
6972898,                                        ,33333
6972899,                                        ,33333
6972900,                                        ,33333
6972901,                                        ,33333
6972902,                                        ,33333
6972903,                                        ,33333
6972904,                                        ,33333
6972905,                                        ,33333
6972906,                                        ,33333
6972907,                                        ,33333
6972908,                                        ,33333
6972909,                                        ,33333
6972910,                                        ,33333
6972911,                                        ,33333
6972912,                                        ,33333
6972913,                                        ,33333
6972914,                                        ,33333
6972915,                                        ,33333
6972916,                                        ,33333
6972917,                                        ,33333
6972918,                                        ,33333
6972919,                                        ,33333
6972920,                                        ,33333
6972921,6230 LEE JACKSON HWY                    ,24536
6972922,6230 LEE JACKSON HWY                    ,24536
6972923,6230 LEE JACKSON HWY                    ,24536
6972924,6230 LEE JACKSON HWY                    ,24536
6972925,6200 LEE JACKSON HWY                    ,24536
6972926,6200 LEE JACKSON HWY                    ,24536
6972927,6200 LEE JACKSON HWY                    ,24536
6972928,6200 LEE JACKSON HWY                    ,24536
6972929,6200 LEE JACKSON HWY                    ,24536
6972930,6200 LEE JACKSON HWY                    ,24536
6972931,6200 LEE JACKSON HWY                    ,24536
6972932,1024 WALKER RD                          ,24536
6972933,1024 WALKER RD                          ,24536
6972934,1024 WALKER RD                          ,24536
6972935,1024 WALKER RD                          ,24536
6972936,1024 WALKER RD                          ,24536
6972937,1024 WALKER RD                          ,24536
6972938,6140 LEE JACKSON HWY                    ,24536
6972939,1192 WALKER ROAD                        ,24536
6972940,5992 LEE JACKSON HIGHWAY                ,24536
6972941,1792 WALKER RD                          ,24536
6972942,                                        ,33333
6972943,6369 LEE JACKSON HIGHWAY                ,24536
6972944,1081 WALKER ROAD                        ,24536
6972945,1082 WALKER ROAD                        ,24536
6972946,1082 WALKER ROAD                        ,24536
6972947,1134 CHAMOMILE LANE                     ,24536
6972948,                                        ,33333
6972949,                                        ,33333
6972950,                                        ,33333
6972951,                                        ,33333
6972952,1511 AUGUSTA PLACE                      ,24503
6972953,1511 AUGUSTA PLACE                      ,24503
6972954,                                        ,33333
6972955,                                        ,33333
6972956,                                        ,33333
6972957,                                        ,33333
6972958,1011 RICABOUND LN                       ,24536
6972959,                                        ,33333
6972960,5267 LEE JACKSON HWY                    ,24536
6972961,5267 LEE JACKSON HWY                    ,24536
6972962,1211 RICABOUND LANE                     ,24536
6972963,1011 RICABOUND LANE                     ,24536
6972964,                                        ,33333
6972965,1655 SHORT CUT ROAD                     ,24536
6972966,                                        ,33333
6972967,                                        ,33333
6972968,1046 JOHN ALONZO PLACE                  ,24536
6972969,1033 JOHN ALONZO PLACE                  ,24536
6972970,1130 JOHN ALONZO PL                     ,
6972971,                                        ,33333
6972972,                                        ,33333
6972973,4758 LEE JACKSON HIGHWAY                ,24536
6972974,1134 AMHERST PLACE                      ,24536
6972975,1078 AMHERST PLACE                      ,24536
6972976,AMHERST PLACE                           ,24536
6972977,1152 AMHERST PLACE                      ,24536
6972978,                                        ,33333
6972979,1100 AMHERST PLACE                      ,24536
6972980,1037 BATH ROAD                          ,24536
6972981,                                        ,33333
6972982,4701 LEE JACKSON HIGHWAY                ,24503
6972983,4699 LEE JACKSON HIGHWAY                ,24503
6972984,                                        ,33333
6972985,1219 BATH ROAD                          ,24536
6972986,                                        ,33333
6972987,                                        ,33333
6972988,                                        ,33333
6972989,                                        ,33333
6972990,                                        ,33333
6972991,                                        ,33333
6972992,                                        ,33333
6972993,1213 AUGUSTA PLACE                      ,24503
6972994,1152 AUGUSTA PLACE                      ,24503
6972995,                                        ,33333
6972996,1218 AUGUSTA PLACE                      ,24503
6972997,                                        ,33333
6972998,                                        ,33333
6972999,1158 CALLOWAY COTTAGE TRL               ,24503
6973000,                                        ,33333
6973001,                                        ,33333
6973002,1039 CALLOWAY COTTAGE TRAIL             ,24503
6973003,1151 PERCH ROAD                         ,24503
6973004,1067 PERCH ROAD                         ,24503
6973005,1015 PERCH ROAD                         ,24503
6973006,1238 SHORT CUT RD                       ,24536
6973007,1154 SHORT CUT ROAD                     ,24536
6973008,1110 SHORT CUT ROAD                     ,24536
6973009,SHORT CUT ROAD                          ,24536
6973010,4550 & 4552 LEE JACKSON HIGHWAY         ,24536
6973011,4644 LEE JACKSON HIGHWAY                ,24503
6973012,                                        ,33333
6973013,CHILARNA LANE                           ,24503
6973014,1389 CHILARNA LN                        ,24503
6973015,1221 CHILARNA LANE                      ,24503
6973016,1101 CHILARNA LANE                      ,24503
6973017,                                        ,33333
6973018,                                        ,33333
6973019,                                        ,33333
6973020,                                        ,33333
6973021,4281 HOLCOMB ROCK ROAD                  ,24503
6973022,                                        ,33333
6973023,                                        ,33333
6973024,2282 PERCH ROAD                         ,24503
6973025,1950 PERCH RD                           ,24503
6973026,1950 PERCH ROAD                         ,24503
6973027,1089 ALBEMARLE DRIVE                    ,24503
6973028,1264 ALBEMARLE DRIVE                    ,24503
6973029,                                        ,33333
6973030,1230 ALBEMARLE DRIVE                    ,24503
6973031,1232 ALBEMARLE DRIVE                    ,24503
6973032,                                        ,33333
6973033,                                        ,33333
6973034,4724 HOLCOMB ROCK RD                    ,24503
6973035,4839 HOLCOMB ROCK RD                    ,24503
6973036,                                        ,33333
6973037,5502 HOLCOMB ROCK ROAD                  ,24503
6973038,5474 HOLCOMB ROCK ROAD                  ,24503
6973039,5444 HOLCOMB ROCK ROAD                  ,24503
6973040,5444 HOLCOMB ROCK ROAD                  ,24503
6973041,5444 HOLCOMB ROCK ROAD                  ,24503
6973042,5296 HOLCOMB ROCK ROAD                  ,24503
6973043,5270 HOLCOMB ROCK ROAD                  ,24503
6973044,1164 RIVERVIEW LANE                     ,24503
6973045,1081 RIVERVIEW LANE                     ,24503
6973046,1081 RIVERVIEW LANE                     ,24503
6973047,1081 RIVERVIEW LANE                     ,24503
6973048,1061 RIVERVIEW LN                       ,24503
6973049,1061 RIVERVIEW LN                       ,24503
6973050,1047 RIVERVIEW LANE                     ,24503
6973051,1038 RIVERVIEW LANE                     ,24503
6973052,1015 ROCK VIEW LANE                     ,24503
6973053,                                        ,33333
6973054,1031 ROCK VIEW LANE                     ,24503
6973055,1049 ROCK VIEW LANE                     ,24503
6973056,1040 ROCK VIEW LANE                     ,24503
6973057,                                        ,33333
6973058,                                        ,33333
6973059,4815 HOLCOMB ROCK ROAD                  ,24503
6973060,                                        ,33333
6973061,2278 & 2280 ABERT ROAD                  ,24523
6973062,ABERT ROAD                              ,24503
6973063,                                        ,33333
6973064,2500 ABERT ROAD                         ,24503
6973065,1822 ABERT ROAD                         ,24503
6973066,1029 BATEAU DRIVE                       ,24503
6973067,1071 BATEAU RD                          ,24503
6973068,                                        ,33333
6973069,                                        ,33333
6973070,1293 NARROWS LANE                       ,24503
6973071,                                        ,33333
6973072,1337 NARROWS LANE                       ,24503
6973073,1332 NARROWS LANE                       ,24503
6973074,1000 JAMES VIEW DRIVE                   ,24503
6973075,1274 NARROWS LANE                       ,24503
6973076,                                        ,33333
6973077,1179 NARROWS LANE                       ,24503
6973078,1230 BATEAU DR                          ,24503
6973079,1062 KANAWHA LANE                       ,24503
6973080,1066 KANAWHA LANE                       ,24503
6973081,1076 KANAWHA LANE                       ,24503
6973082,1079 KANAWHA LANE                       ,24503
6973083,                                        ,33333
6973084,1132 JAMES VIEW DRIVE                   ,24503
6973085,JAMES VIEW DRIVE                        ,24503
6973086,1162 JAMES VIEW DRIVE                   ,24503
6973087,JAMES VIEW DRIVE                        ,24503
6973088,                                        ,33333
6973089,1141 JAMES VIEW DRIVE                   ,24503
6973090,                                        ,33333
6973091,1296 ABERT ROAD                         ,24503
6973092,1264 ABERT RD                           ,24503
6973093,1154 ABERT ROAD                         ,24503
6973094,1136 ABERT ROAD                         ,24503
6973095,1094 ABERT ROAD                         ,24503
6973096,2817 HOLCOMB ROCK ROAD                  ,24503
6973097,2923 HOLCOMB ROCK RD                    ,24503
6973098,                                        ,33333
6973099,                                        ,33333
6973100,                                        ,33333
6973101,1032 WOODCOCK DRIVE                     ,24503
6973102,1948 ABERT ROAD                         ,24503
6973103,ABERT ROAD                              ,24503
6973104,                                        ,33333
6973105,                                        ,33333
6973106,1186 JAMES VIEW DR                      ,24503
6973107,1470 JAMES VIEW DRIVE                   ,24503
6973108,1471 JAMES VIEW DRIVE                   ,24503
6973109,1335 NARROWS LANE                       ,24503
6973110,1152 RED HAWK ROAD                      ,24503
6973111,                                        ,33333
6973112,2276 ABERT ROAD                         ,24503
6973113,1982 ABERT ROAD                         ,24503
6973114,1850 ABERT ROAD                         ,24503
6973115,1683 RUFFED GROUSE ROAD                 ,24503
6973116,                                        ,33333
6973117,                                        ,33333
6973118,                                        ,33333
6973119,                                        ,33333
6973120,                                        ,33333
6973121,1365 WOODCOCK DR                        ,24503
6973122,3075 HOLCOMB ROCK ROAD                  ,24503
6973123,                                        ,33333
6973124,101 MALLARD DRIVE                       ,24503
6973125,                                        ,33333
6973126,                                        ,33333
6973127,1172 BATEAU DRIVE                       ,24503
6973128,                                        ,33333
6973129,1277 WOODSTOCK DR                       ,
6973130,                                        ,33333
6973131,1328 PEBBLETON LANE                     ,24503
6973132,                                        ,33333
6973133,                                        ,33333
6973134,ABERT ROAD                              ,24503
6973135,2051 ABERT ROAD                         ,24503
6973136,                                        ,33333
6973137,101 TEAL COURT                          ,24503
6973138,102 TEALE COURT                         ,24503
6973139,103 TEAL COURT                          ,24503
6973140,104 TEAL COURT                          ,24503
6973141,301 MALLARD DRIVE                       ,24503
6973142,303 MALLARD DRIVE                       ,24503
6973143,305 MALLARD DRIVE                       ,24503
6973144,                                        ,33333
6973145,                                        ,33333
6973146,                                        ,33333
6973147,100 WIDGEON COURT                       ,24503
6973148,102 WIDGEON COURT                       ,24503
6973149,104 WIDGEON COURT                       ,24503
6973150,106 WIDGEON COURT                       ,24503
6973151,108 WIDGEON COURT                       ,24503
6973152,110 WIDGEON COURT                       ,24503
6973153,109 WIDGEON COURT                       ,24503
6973154,                                        ,33333
6973155,                                        ,33333
6973156,107 WIDGEON COURT                       ,24503
6973157,201 MALLARD DR                          ,24503
6973158,203 MALLARD DR                          ,24503
6973159,205 MALLARD DRIVE                       ,24503
6973160,207 MALLARD DR                          ,24503
6973161,1320 ABERT RD                           ,24503
6973162,1360 ABERT ROAD                         ,24503
6973163,1370 ALBERT ROAD                        ,24571
6973164,                                        ,33333
6973165,1464 ABERT ROAD                         ,24503
6973166,                                        ,33333
6973167,                                        ,33333
6973168,                                        ,33333
6973169,                                        ,33333
6973170,                                        ,33333
6973171,                                        ,33333
6973172,                                        ,33333
6973173,9240 PIKE ROAD                          ,24122
6973174,                                        ,33333
6973175,                                        ,33333
6973176,                                        ,33333
6973177,8656 PIKE ROAD                          ,24122
6973178,PIKE ROAD                               ,24122
6973179,8530 PIKE ROAD                          ,24122
6973180,                                        ,33333
6973181,                                        ,33333
